OID_,reachid,LAND_COVER,AREA,PERCENTAGE
,1,Woody Wetlands,11213.168986999999106,19.418488773400000
,10,Woody Wetlands,179.418839698999989,0.340963553772000
,12,Woody Wetlands,15559.486343799999304,38.508598270000000
,18,Woody Wetlands,128.928999914000002,0.224419321869000
,22,Woody Wetlands,5511.788903540000319,9.409924770280000
,24,Woody Wetlands,6346.472729359999903,28.692939685900001
,28,Woody Wetlands,263.475766279000027,0.515580479656000
,45,Woody Wetlands,125.188475804999996,0.274354019918000
,50,Woody Wetlands,3779.097205529999883,9.836536809269999
,65,Woody Wetlands,2102.235797199999979,6.115553360730000
,68,Woody Wetlands,17181.512351099998341,40.115841730800000
,81,Woody Wetlands,673.442641569999978,5.846327677840000
,82,Woody Wetlands,1595.304365219999909,12.229331193100000
,83,Woody Wetlands,4442.501754439999786,27.953974886200001
,110,Woody Wetlands,17839.074262099999032,15.967034557900000
,113,Woody Wetlands,5668.040312639999684,15.633165321500000
,128,Woody Wetlands,8442.718627199999901,49.302235936999999
,129,Woody Wetlands,43214.449084699997911,57.704080923600003
,141,Woody Wetlands,14203.863695500000176,54.902857599400001
,144,Woody Wetlands,88.743629988600006,0.813739221808000
,145,Woody Wetlands,2691.673101549999956,10.730005785299999
,169,Woody Wetlands,136.428933145999991,0.448471181482000
,170,Woody Wetlands,2219.771503439999833,27.205626523300001
,172,Woody Wetlands,1402.588078259999975,3.652768575440000
,177,Woody Wetlands,439.413365563000013,1.244692812150000
,187,Woody Wetlands,804.882352652999998,1.460397587350000
,194,Woody Wetlands,14887.018129100000806,10.606296512400000
,195,Woody Wetlands,15947.974526699999842,19.929881628499999
,196,Woody Wetlands,8347.490625090000322,14.225926476200000
,197,Woody Wetlands,37911.915342300002521,53.703042380299998
,198,Woody Wetlands,10048.779680499999813,39.982047283599996
,199,Woody Wetlands,30014.892319499998848,33.532682815000001
,200,Woody Wetlands,28934.451786699999502,50.479598490299999
,201,Woody Wetlands,5379.780990700000075,3.334694257930000
,203,Woody Wetlands,5469.392290259999754,1.236257877570000
,210,Woody Wetlands,2817.286636180000187,4.495158371820000
,216,Woody Wetlands,5070.057398509999985,14.661944292799999
,217,Woody Wetlands,10665.676943799999208,8.523180210160000
,218,Woody Wetlands,483.824152598000012,0.414784224790000
,219,Woody Wetlands,52717.953643499997270,27.975831622099999
,220,Woody Wetlands,5027.472198759999628,27.540634978300002
,221,Woody Wetlands,3514.017712039999878,6.246026144360000
,222,Woody Wetlands,5654.769090709999546,6.444951618150000
,223,Woody Wetlands,19592.816406400001142,20.023530311700000
,225,Woody Wetlands,1345.003791529999944,2.701985466990000
,227,Woody Wetlands,14807.557394699999350,31.062053730199999
,228,Woody Wetlands,699.356464736000021,0.761722394866000
,230,Woody Wetlands,325.519496770999979,0.604818891937000
,235,Woody Wetlands,6148.488948350000101,7.215947453530000
,241,Woody Wetlands,39957.350486000003002,22.211532747000000
,242,Woody Wetlands,20277.799130399998830,48.167999785699998
,243,Woody Wetlands,16268.976360599999680,28.744950287999998
,245,Woody Wetlands,11939.004751899999974,18.517248790200000
,248,Woody Wetlands,3651.183091070000046,0.996832008250000
,250,Woody Wetlands,996.300553327999978,0.454706809557000
,252,Woody Wetlands,1578.046649339999931,1.148197407060000
,253,Woody Wetlands,7381.697207330000310,6.345764777590000
,254,Woody Wetlands,17579.291945699998905,22.114503134000000
,255,Woody Wetlands,28415.121592899999087,11.514344622899999
,258,Woody Wetlands,1518.905896499999926,1.695430285930000
,259,Woody Wetlands,246.859110331000011,0.745490037524000
,260,Woody Wetlands,838.846801162000020,0.888332873694000
,261,Woody Wetlands,1744.032135870000047,2.847609711080000
,264,Woody Wetlands,39208.136704399999871,30.004436451299998
,265,Woody Wetlands,22058.593275100000028,31.990161472200001
,266,Woody Wetlands,697.656439529999943,0.520045278287000
,270,Woody Wetlands,4544.562427339999886,7.071182392070000
,273,Woody Wetlands,363.140709737999998,0.482796590262000
,274,Woody Wetlands,1318.550977099999955,1.975157785600000
,275,Woody Wetlands,3060.445670690000043,6.678673002750000
,280,Woody Wetlands,2032.534984829999985,3.735904829700000
,283,Woody Wetlands,13300.832338300000629,6.445100060380000
,284,Woody Wetlands,50160.410519500001101,12.106320870599999
,285,Woody Wetlands,4139.593859669999802,7.221252230250000
,287,Woody Wetlands,563.147213321999971,0.496877612558000
,289,Woody Wetlands,2282.879000320000159,2.693868369600000
,290,Woody Wetlands,3062.603165529999842,6.332328000080000
,297,Woody Wetlands,29178.078131599999324,41.859461934099997
,298,Woody Wetlands,19722.651460100001714,25.329638740800000
,299,Woody Wetlands,20530.560351899999660,25.399967999499999
,303,Woody Wetlands,10681.816057100000762,9.765130137840000
,304,Woody Wetlands,10101.605999699999302,10.064595163400000
,309,Woody Wetlands,10288.670784100000674,11.766676575300000
,310,Woody Wetlands,30895.917980599999282,25.396948444700001
,314,Woody Wetlands,13451.563782900000660,14.433195964899999
,318,Woody Wetlands,41177.551511700003175,37.802273516600003
,320,Woody Wetlands,1928.755104300000085,1.529822967800000
,328,Woody Wetlands,9524.730322800000067,11.135114282900000
,334,Woody Wetlands,3244.308500969999841,4.711340915930000
,335,Woody Wetlands,10295.975151299999197,26.672595167899999
,341,Woody Wetlands,8007.498225440000169,19.381637581600000
,346,Woody Wetlands,447.725372717000027,0.619274679147000
,347,Woody Wetlands,3056.610034970000015,1.972388222260000
,349,Woody Wetlands,1693.665358720000086,1.430962656440000
,350,Woody Wetlands,6799.271856450000087,6.698851058780000
,351,Woody Wetlands,27249.205501600001298,24.170287259700000
,352,Woody Wetlands,9389.337258780000411,14.047393957300001
,359,Woody Wetlands,3595.813461679999818,2.886769030160000
,360,Woody Wetlands,4921.236906629999794,5.990053083570000
,363,Woody Wetlands,1026.915459569999939,3.215028954020000
,364,Woody Wetlands,3961.056384040000012,5.493187800000000
,371,Woody Wetlands,3871.087543749999895,4.583520145030000
,372,Woody Wetlands,9709.384176359999401,7.031127125250000
,376,Woody Wetlands,2266.683541479999803,4.226791227940000
,377,Woody Wetlands,88.097604556500002,0.302240692743000
,382,Woody Wetlands,34.773436720100001,0.077681022859300
,383,Woody Wetlands,67639.049843300002976,31.357653540299999
,385,Woody Wetlands,2367.779155350000110,1.430069910070000
,386,Woody Wetlands,138.582946240000012,0.231974777999000
,387,Woody Wetlands,7620.403238570000212,4.697657097290000
