Serial Number:    1154012     --     Series: Temperature   (*C)

Date,Time,Temperature   (*C)
07/30/07,12:00:00.0,21.06
07/30/07,12:15:00.0,21.06
07/30/07,12:30:00.0,21.36
07/30/07,12:45:00.0,21.67
07/30/07,13:00:00.0,21.98
07/30/07,13:15:00.0,21.98
07/30/07,13:30:00.0,22.29
07/30/07,13:45:00.0,22.61
07/30/07,14:00:00.0,22.92
07/30/07,14:15:00.0,22.92
07/30/07,14:30:00.0,23.24
07/30/07,14:45:00.0,23.56
07/30/07,15:00:00.0,23.56
07/30/07,15:15:00.0,23.56
07/30/07,15:30:00.0,23.56
07/30/07,15:45:00.0,23.88
07/30/07,16:00:00.0,23.56
07/30/07,16:15:00.0,23.56
07/30/07,16:30:00.0,23.24
07/30/07,16:45:00.0,22.61
07/30/07,17:00:00.0,21.98
07/30/07,17:15:00.0,21.36
07/30/07,17:30:00.0,20.75
07/30/07,17:45:00.0,20.44
07/30/07,18:00:00.0,20.14
07/30/07,18:15:00.0,19.83
07/30/07,18:30:00.0,19.53
07/30/07,18:45:00.0,19.23
07/30/07,19:00:00.0,19.23
07/30/07,19:15:00.0,18.93
07/30/07,19:30:00.0,18.93
07/30/07,19:45:00.0,18.63
07/30/07,20:00:00.0,18.63
07/30/07,20:15:00.0,18.33
07/30/07,20:30:00.0,18.33
07/30/07,20:45:00.0,18.03
07/30/07,21:00:00.0,18.03
07/30/07,21:15:00.0,18.03
07/30/07,21:30:00.0,18.03
07/30/07,21:45:00.0,17.73
07/30/07,22:00:00.0,17.73
07/30/07,22:15:00.0,17.73
07/30/07,22:30:00.0,17.73
07/30/07,22:45:00.0,17.73
07/30/07,23:00:00.0,17.43
07/30/07,23:15:00.0,17.43
07/30/07,23:30:00.0,17.43
07/30/07,23:45:00.0,17.43
07/31/07,00:00:00.0,17.43
07/31/07,00:15:00.0,17.43
07/31/07,00:30:00.0,17.13
07/31/07,00:45:00.0,17.13
07/31/07,01:00:00.0,17.13
07/31/07,01:15:00.0,17.13
07/31/07,01:30:00.0,17.13
07/31/07,01:45:00.0,17.13
07/31/07,02:00:00.0,17.13
07/31/07,02:15:00.0,17.13
07/31/07,02:30:00.0,16.83
07/31/07,02:45:00.0,16.83
07/31/07,03:00:00.0,16.83
07/31/07,03:15:00.0,16.83
07/31/07,03:30:00.0,16.83
07/31/07,03:45:00.0,16.83
07/31/07,04:00:00.0,16.83
07/31/07,04:15:00.0,16.83
07/31/07,04:30:00.0,16.83
07/31/07,04:45:00.0,16.83
07/31/07,05:00:00.0,16.83
07/31/07,05:15:00.0,16.54
07/31/07,05:30:00.0,16.54
07/31/07,05:45:00.0,16.54
07/31/07,06:00:00.0,16.54
07/31/07,06:15:00.0,16.54
07/31/07,06:30:00.0,16.54
07/31/07,06:45:00.0,16.54
07/31/07,07:00:00.0,16.54
07/31/07,07:15:00.0,16.54
07/31/07,07:30:00.0,16.54
07/31/07,07:45:00.0,16.24
07/31/07,08:00:00.0,16.24
07/31/07,08:15:00.0,16.24
07/31/07,08:30:00.0,16.24
07/31/07,08:45:00.0,16.24
07/31/07,09:00:00.0,16.24
07/31/07,09:15:00.0,16.24
07/31/07,09:30:00.0,16.24
07/31/07,09:45:00.0,16.24
07/31/07,10:00:00.0,16.54
07/31/07,10:15:00.0,16.83
07/31/07,10:30:00.0,16.83
07/31/07,10:45:00.0,17.13
07/31/07,11:00:00.0,17.73
07/31/07,11:15:00.0,17.73
07/31/07,11:30:00.0,18.03
07/31/07,11:45:00.0,18.03
07/31/07,12:00:00.0,18.03
07/31/07,12:15:00.0,18.03
07/31/07,12:30:00.0,18.33
07/31/07,12:45:00.0,18.63
07/31/07,13:00:00.0,18.93
07/31/07,13:15:00.0,19.23
07/31/07,13:30:00.0,19.53
07/31/07,13:45:00.0,19.83
07/31/07,14:00:00.0,19.83
07/31/07,14:15:00.0,20.14
07/31/07,14:30:00.0,20.44
07/31/07,14:45:00.0,20.75
07/31/07,15:00:00.0,20.75
07/31/07,15:15:00.0,20.75
07/31/07,15:30:00.0,20.75
07/31/07,15:45:00.0,20.75
07/31/07,16:00:00.0,20.75
07/31/07,16:15:00.0,20.75
07/31/07,16:30:00.0,20.75
07/31/07,16:45:00.0,20.44
07/31/07,17:00:00.0,20.44
07/31/07,17:15:00.0,20.44
07/31/07,17:30:00.0,20.14
07/31/07,17:45:00.0,19.83
07/31/07,18:00:00.0,19.53
07/31/07,18:15:00.0,19.23
07/31/07,18:30:00.0,18.93
07/31/07,18:45:00.0,18.63
07/31/07,19:00:00.0,18.33
07/31/07,19:15:00.0,18.33
07/31/07,19:30:00.0,18.03
07/31/07,19:45:00.0,18.03
07/31/07,20:00:00.0,17.73
07/31/07,20:15:00.0,17.73
07/31/07,20:30:00.0,17.43
07/31/07,20:45:00.0,17.43
07/31/07,21:00:00.0,17.43
07/31/07,21:15:00.0,17.43
07/31/07,21:30:00.0,17.13
07/31/07,21:45:00.0,17.13
07/31/07,22:00:00.0,17.13
07/31/07,22:15:00.0,17.13
07/31/07,22:30:00.0,17.13
07/31/07,22:45:00.0,17.13
07/31/07,23:00:00.0,16.83
07/31/07,23:15:00.0,16.83
07/31/07,23:30:00.0,16.83
07/31/07,23:45:00.0,16.83
08/01/07,00:00:00.0,16.83
08/01/07,00:15:00.0,16.83
08/01/07,00:30:00.0,16.83
08/01/07,00:45:00.0,16.83
08/01/07,01:00:00.0,16.83
08/01/07,01:15:00.0,16.54
08/01/07,01:30:00.0,16.54
08/01/07,01:45:00.0,16.54
08/01/07,02:00:00.0,16.54
08/01/07,02:15:00.0,16.54
08/01/07,02:30:00.0,16.54
08/01/07,02:45:00.0,16.54
08/01/07,03:00:00.0,16.54
08/01/07,03:15:00.0,16.54
08/01/07,03:30:00.0,16.54
08/01/07,03:45:00.0,16.54
08/01/07,04:00:00.0,16.54
08/01/07,04:15:00.0,16.54
08/01/07,04:30:00.0,16.54
08/01/07,04:45:00.0,16.24
08/01/07,05:00:00.0,16.24
08/01/07,05:15:00.0,16.24
08/01/07,05:30:00.0,16.24
08/01/07,05:45:00.0,16.24
08/01/07,06:00:00.0,16.24
08/01/07,06:15:00.0,16.24
08/01/07,06:30:00.0,16.24
08/01/07,06:45:00.0,16.24
08/01/07,07:00:00.0,16.24
08/01/07,07:15:00.0,16.24
08/01/07,07:30:00.0,16.24
08/01/07,07:45:00.0,16.24
08/01/07,08:00:00.0,16.24
08/01/07,08:15:00.0,16.24
08/01/07,08:30:00.0,16.24
08/01/07,08:45:00.0,16.24
08/01/07,09:00:00.0,16.24
08/01/07,09:15:00.0,16.24
08/01/07,09:30:00.0,16.24
08/01/07,09:45:00.0,16.24
08/01/07,10:00:00.0,16.54
08/01/07,10:15:00.0,17.43
08/01/07,10:30:00.0,18.03
08/01/07,10:45:00.0,18.63
08/01/07,11:00:00.0,18.63
08/01/07,11:15:00.0,18.93
08/01/07,11:30:00.0,18.93
08/01/07,11:45:00.0,18.93
08/01/07,12:00:00.0,18.93
08/01/07,12:15:00.0,18.63
08/01/07,12:30:00.0,18.03
08/01/07,12:45:00.0,18.33
08/01/07,13:00:00.0,19.23
08/01/07,13:15:00.0,20.14
08/01/07,13:30:00.0,20.75
08/01/07,13:45:00.0,21.36
08/01/07,14:00:00.0,21.67
08/01/07,14:15:00.0,22.61
08/01/07,14:30:00.0,23.24
08/01/07,14:45:00.0,23.56
08/01/07,15:00:00.0,22.61
08/01/07,15:15:00.0,22.92
08/01/07,15:30:00.0,22.92
08/01/07,15:45:00.0,23.56
08/01/07,16:00:00.0,23.88
08/01/07,16:15:00.0,24.19
08/01/07,16:30:00.0,24.19
08/01/07,16:45:00.0,24.19
08/01/07,17:00:00.0,23.24
08/01/07,17:15:00.0,22.61
08/01/07,17:30:00.0,22.92
08/01/07,17:45:00.0,22.92
08/01/07,18:00:00.0,22.61
08/01/07,18:15:00.0,22.61
08/01/07,18:30:00.0,22.61
08/01/07,18:45:00.0,22.29
08/01/07,19:00:00.0,22.29
08/01/07,19:15:00.0,21.98
08/01/07,19:30:00.0,21.67
08/01/07,19:45:00.0,21.67
08/01/07,20:00:00.0,21.36
08/01/07,20:15:00.0,21.36
08/01/07,20:30:00.0,21.06
08/01/07,20:45:00.0,20.75
08/01/07,21:00:00.0,20.44
08/01/07,21:15:00.0,20.14
08/01/07,21:30:00.0,19.83
08/01/07,21:45:00.0,19.53
08/01/07,22:00:00.0,19.23
08/01/07,22:15:00.0,18.93
08/01/07,22:30:00.0,18.63
08/01/07,22:45:00.0,18.33
08/01/07,23:00:00.0,18.03
08/01/07,23:15:00.0,17.73
08/01/07,23:30:00.0,17.43
08/01/07,23:45:00.0,17.13
08/02/07,00:00:00.0,16.83
08/02/07,00:15:00.0,16.54
08/02/07,00:30:00.0,16.24
08/02/07,00:45:00.0,15.94
08/02/07,01:00:00.0,15.65
08/02/07,01:15:00.0,15.36
08/02/07,01:30:00.0,15.36
08/02/07,01:45:00.0,15.07
08/02/07,02:00:00.0,14.78
08/02/07,02:15:00.0,14.48
08/02/07,02:30:00.0,14.48
08/02/07,02:45:00.0,14.19
08/02/07,03:00:00.0,14.19
08/02/07,03:15:00.0,13.91
