Serial Number:    1154015     --     Series: Temperature   (*C)

Date,Time,Temperature   (*C)
07/30/07,12:00:00.0,20.79
07/30/07,12:15:00.0,21.1
07/30/07,12:30:00.0,21.41
07/30/07,12:45:00.0,21.72
07/30/07,13:00:00.0,22.03
07/30/07,13:15:00.0,22.34
07/30/07,13:30:00.0,22.66
07/30/07,13:45:00.0,22.97
07/30/07,14:00:00.0,22.97
07/30/07,14:15:00.0,23.29
07/30/07,14:30:00.0,23.29
07/30/07,14:45:00.0,23.29
07/30/07,15:00:00.0,23.29
07/30/07,15:15:00.0,23.61
07/30/07,15:30:00.0,23.61
07/30/07,15:45:00.0,23.93
07/30/07,16:00:00.0,23.93
07/30/07,16:15:00.0,23.93
07/30/07,16:30:00.0,22.66
07/30/07,16:45:00.0,21.72
07/30/07,17:00:00.0,21.1
07/30/07,17:15:00.0,20.48
07/30/07,17:30:00.0,20.18
07/30/07,17:45:00.0,20.18
07/30/07,18:00:00.0,19.88
07/30/07,18:15:00.0,19.88
07/30/07,18:30:00.0,19.58
07/30/07,18:45:00.0,19.58
07/30/07,19:00:00.0,19.28
07/30/07,19:15:00.0,19.28
07/30/07,19:30:00.0,19.28
07/30/07,19:45:00.0,18.98
07/30/07,20:00:00.0,18.98
07/30/07,20:15:00.0,18.68
07/30/07,20:30:00.0,18.68
07/30/07,20:45:00.0,18.68
07/30/07,21:00:00.0,18.38
07/30/07,21:15:00.0,18.38
07/30/07,21:30:00.0,18.38
07/30/07,21:45:00.0,18.38
07/30/07,22:00:00.0,18.08
07/30/07,22:15:00.0,18.08
07/30/07,22:30:00.0,18.08
07/30/07,22:45:00.0,18.08
07/30/07,23:00:00.0,17.78
07/30/07,23:15:00.0,17.78
07/30/07,23:30:00.0,17.78
07/30/07,23:45:00.0,17.78
07/31/07,00:00:00.0,17.78
07/31/07,00:15:00.0,17.78
07/31/07,00:30:00.0,17.78
07/31/07,00:45:00.0,17.48
07/31/07,01:00:00.0,17.48
07/31/07,01:15:00.0,17.48
07/31/07,01:30:00.0,17.48
07/31/07,01:45:00.0,17.48
07/31/07,02:00:00.0,17.48
07/31/07,02:15:00.0,17.48
07/31/07,02:30:00.0,17.48
07/31/07,02:45:00.0,17.18
07/31/07,03:00:00.0,17.18
07/31/07,03:15:00.0,17.18
07/31/07,03:30:00.0,17.18
07/31/07,03:45:00.0,17.18
07/31/07,04:00:00.0,17.18
07/31/07,04:15:00.0,17.18
07/31/07,04:30:00.0,17.18
07/31/07,04:45:00.0,16.88
07/31/07,05:00:00.0,16.88
07/31/07,05:15:00.0,16.88
07/31/07,05:30:00.0,16.88
07/31/07,05:45:00.0,16.88
07/31/07,06:00:00.0,16.88
07/31/07,06:15:00.0,16.88
07/31/07,06:30:00.0,16.88
07/31/07,06:45:00.0,16.88
07/31/07,07:00:00.0,16.88
07/31/07,07:15:00.0,16.88
07/31/07,07:30:00.0,16.59
07/31/07,07:45:00.0,16.59
07/31/07,08:00:00.0,16.59
07/31/07,08:15:00.0,16.59
07/31/07,08:30:00.0,16.59
07/31/07,08:45:00.0,16.59
07/31/07,09:00:00.0,16.59
07/31/07,09:15:00.0,16.59
07/31/07,09:30:00.0,16.59
07/31/07,09:45:00.0,16.59
07/31/07,10:00:00.0,16.88
07/31/07,10:15:00.0,16.88
07/31/07,10:30:00.0,16.88
07/31/07,10:45:00.0,17.18
07/31/07,11:00:00.0,17.48
07/31/07,11:15:00.0,18.08
07/31/07,11:30:00.0,18.68
07/31/07,11:45:00.0,18.98
07/31/07,12:00:00.0,19.28
07/31/07,12:15:00.0,19.58
07/31/07,12:30:00.0,19.88
07/31/07,12:45:00.0,19.58
07/31/07,13:00:00.0,19.58
07/31/07,13:15:00.0,19.58
07/31/07,13:30:00.0,19.58
07/31/07,13:45:00.0,19.88
07/31/07,14:00:00.0,19.88
07/31/07,14:15:00.0,20.48
07/31/07,14:30:00.0,21.1
07/31/07,14:45:00.0,20.79
07/31/07,15:00:00.0,20.48
07/31/07,15:15:00.0,20.48
07/31/07,15:30:00.0,20.18
07/31/07,15:45:00.0,20.48
07/31/07,16:00:00.0,20.48
07/31/07,16:15:00.0,20.48
07/31/07,16:30:00.0,20.48
07/31/07,16:45:00.0,20.48
07/31/07,17:00:00.0,20.48
07/31/07,17:15:00.0,20.48
07/31/07,17:30:00.0,19.88
07/31/07,17:45:00.0,19.58
07/31/07,18:00:00.0,19.28
07/31/07,18:15:00.0,18.98
07/31/07,18:30:00.0,18.68
07/31/07,18:45:00.0,18.68
07/31/07,19:00:00.0,18.38
07/31/07,19:15:00.0,18.38
07/31/07,19:30:00.0,18.08
07/31/07,19:45:00.0,18.08
07/31/07,20:00:00.0,17.78
07/31/07,20:15:00.0,17.78
07/31/07,20:30:00.0,17.48
07/31/07,20:45:00.0,17.48
07/31/07,21:00:00.0,17.48
07/31/07,21:15:00.0,17.48
07/31/07,21:30:00.0,17.48
07/31/07,21:45:00.0,17.18
07/31/07,22:00:00.0,17.18
07/31/07,22:15:00.0,17.18
07/31/07,22:30:00.0,17.18
07/31/07,22:45:00.0,17.18
07/31/07,23:00:00.0,17.18
07/31/07,23:15:00.0,16.88
07/31/07,23:30:00.0,16.88
07/31/07,23:45:00.0,16.88
08/01/07,00:00:00.0,16.88
08/01/07,00:15:00.0,16.88
08/01/07,00:30:00.0,16.88
08/01/07,00:45:00.0,16.88
08/01/07,01:00:00.0,16.88
08/01/07,01:15:00.0,16.88
08/01/07,01:30:00.0,16.88
08/01/07,01:45:00.0,16.88
08/01/07,02:00:00.0,16.59
08/01/07,02:15:00.0,16.59
08/01/07,02:30:00.0,16.59
08/01/07,02:45:00.0,16.59
08/01/07,03:00:00.0,16.59
08/01/07,03:15:00.0,16.59
08/01/07,03:30:00.0,16.59
08/01/07,03:45:00.0,16.59
08/01/07,04:00:00.0,16.59
08/01/07,04:15:00.0,16.59
08/01/07,04:30:00.0,16.59
08/01/07,04:45:00.0,16.59
08/01/07,05:00:00.0,16.59
08/01/07,05:15:00.0,16.59
08/01/07,05:30:00.0,16.29
08/01/07,05:45:00.0,16.29
08/01/07,06:00:00.0,16.29
08/01/07,06:15:00.0,16.29
08/01/07,06:30:00.0,16.29
08/01/07,06:45:00.0,16.29
08/01/07,07:00:00.0,16.29
08/01/07,07:15:00.0,16.29
08/01/07,07:30:00.0,16.29
08/01/07,07:45:00.0,16.29
08/01/07,08:00:00.0,16.29
08/01/07,08:15:00.0,16.29
08/01/07,08:30:00.0,16.29
08/01/07,08:45:00.0,15.99
08/01/07,09:00:00.0,15.99
08/01/07,09:15:00.0,15.99
08/01/07,09:30:00.0,15.99
08/01/07,09:45:00.0,15.99
08/01/07,10:00:00.0,16.59
08/01/07,10:15:00.0,17.18
08/01/07,10:30:00.0,17.78
08/01/07,10:45:00.0,18.08
08/01/07,11:00:00.0,18.38
08/01/07,11:15:00.0,18.68
08/01/07,11:30:00.0,18.68
08/01/07,11:45:00.0,18.68
08/01/07,12:00:00.0,18.68
08/01/07,12:15:00.0,18.38
08/01/07,12:30:00.0,18.08
08/01/07,12:45:00.0,18.08
08/01/07,13:00:00.0,18.68
08/01/07,13:15:00.0,19.28
08/01/07,13:30:00.0,19.88
08/01/07,13:45:00.0,20.18
08/01/07,14:00:00.0,20.79
08/01/07,14:15:00.0,21.41
08/01/07,14:30:00.0,22.03
08/01/07,14:45:00.0,22.34
08/01/07,15:00:00.0,22.34
08/01/07,15:15:00.0,22.66
08/01/07,15:30:00.0,22.66
08/01/07,15:45:00.0,22.97
08/01/07,16:00:00.0,23.29
08/01/07,16:15:00.0,23.61
08/01/07,16:30:00.0,23.93
08/01/07,16:45:00.0,23.93
08/01/07,17:00:00.0,22.97
08/01/07,17:15:00.0,22.66
08/01/07,17:30:00.0,22.66
08/01/07,17:45:00.0,22.66
08/01/07,18:00:00.0,22.66
08/01/07,18:15:00.0,22.66
08/01/07,18:30:00.0,22.66
08/01/07,18:45:00.0,22.66
08/01/07,19:00:00.0,22.66
08/01/07,19:15:00.0,22.34
08/01/07,19:30:00.0,22.34
08/01/07,19:45:00.0,22.34
08/01/07,20:00:00.0,22.03
08/01/07,20:15:00.0,21.72
08/01/07,20:30:00.0,21.72
08/01/07,20:45:00.0,21.41
08/01/07,21:00:00.0,21.1
08/01/07,21:15:00.0,20.79
08/01/07,21:30:00.0,20.48
08/01/07,21:45:00.0,20.18
08/01/07,22:00:00.0,20.18
08/01/07,22:15:00.0,19.58
08/01/07,22:30:00.0,19.28
08/01/07,22:45:00.0,18.98
08/01/07,23:00:00.0,18.68
08/01/07,23:15:00.0,18.38
08/01/07,23:30:00.0,18.08
08/01/07,23:45:00.0,17.78
08/02/07,00:00:00.0,17.48
08/02/07,00:15:00.0,17.18
08/02/07,00:30:00.0,16.88
08/02/07,00:45:00.0,16.59
08/02/07,01:00:00.0,16.59
08/02/07,01:15:00.0,16.29
08/02/07,01:30:00.0,15.99
08/02/07,01:45:00.0,15.7
08/02/07,02:00:00.0,15.41
08/02/07,02:15:00.0,15.41
08/02/07,02:30:00.0,15.12
08/02/07,02:45:00.0,14.83
08/02/07,03:00:00.0,14.83
08/02/07,03:15:00.0,14.54
08/02/07,03:30:00.0,14.25
08/02/07,03:45:00.0,14.25
08/02/07,04:00:00.0,13.96
08/02/07,04:15:00.0,13.96
08/02/07,04:30:00.0,13.96
08/02/07,04:45:00.0,13.67
08/02/07,05:00:00.0,13.67
08/02/07,05:15:00.0,13.38
08/02/07,05:30:00.0,13.38
08/02/07,05:45:00.0,13.38
08/02/07,06:00:00.0,13.09
08/02/07,06:15:00.0,13.09
08/02/07,06:30:00.0,13.09
08/02/07,06:45:00.0,13.09
08/02/07,07:00:00.0,12.8
08/02/07,07:15:00.0,12.8
08/02/07,07:30:00.0,12.8
08/02/07,07:45:00.0,12.8
08/02/07,08:00:00.0,12.8
08/02/07,08:15:00.0,12.8
08/02/07,08:30:00.0,12.8
08/02/07,08:45:00.0,13.38
08/02/07,09:00:00.0,13.96
08/02/07,09:15:00.0,14.54
08/02/07,09:30:00.0,15.12
08/02/07,09:45:00.0,15.41
08/02/07,10:00:00.0,15.99
08/02/07,10:15:00.0,16.59
08/02/07,10:30:00.0,17.18
08/02/07,10:45:00.0,17.78
08/02/07,11:00:00.0,18.08
08/02/07,11:15:00.0,18.68
08/02/07,11:30:00.0,19.28
08/02/07,11:45:00.0,19.58
08/02/07,12:00:00.0,19.58
08/02/07,12:15:00.0,19.58
08/02/07,12:30:00.0,19.88
08/02/07,12:45:00.0,19.88
08/02/07,13:00:00.0,19.88
08/02/07,13:15:00.0,20.18
08/02/07,13:30:00.0,20.18
08/02/07,13:45:00.0,20.48
08/02/07,14:00:00.0,20.79
08/02/07,14:15:00.0,21.1
08/02/07,14:30:00.0,21.41
08/02/07,14:45:00.0,21.72
08/02/07,15:00:00.0,21.72
08/02/07,15:15:00.0,21.72
08/02/07,15:30:00.0,21.41
08/02/07,15:45:00.0,21.41
08/02/07,16:00:00.0,21.41
08/02/07,16:15:00.0,21.41
08/02/07,16:30:00.0,21.41
08/02/07,16:45:00.0,21.41
08/02/07,17:00:00.0,21.1
08/02/07,17:15:00.0,21.1
08/02/07,17:30:00.0,21.1
08/02/07,17:45:00.0,20.79
08/02/07,18:00:00.0,20.48
08/02/07,18:15:00.0,20.48
08/02/07,18:30:00.0,20.18
08/02/07,18:45:00.0,19.88
08/02/07,19:00:00.0,19.88
08/02/07,19:15:00.0,19.58
08/02/07,19:30:00.0,19.28
08/02/07,19:45:00.0,19.28
08/02/07,20:00:00.0,18.98
08/02/07,20:15:00.0,18.98
08/02/07,20:30:00.0,18.68
08/02/07,20:45:00.0,18.38
08/02/07,21:00:00.0,18.38
08/02/07,21:15:00.0,18.08
08/02/07,21:30:00.0,17.78
08/02/07,21:45:00.0,17.78
08/02/07,22:00:00.0,17.48
08/02/07,22:15:00.0,17.18
08/02/07,22:30:00.0,16.88
08/02/07,22:45:00.0,16.88
08/02/07,23:00:00.0,16.59
08/02/07,23:15:00.0,16.29
08/02/07,23:30:00.0,15.99
08/02/07,23:45:00.0,15.99
08/03/07,00:00:00.0,15.7
08/03/07,00:15:00.0,15.41
08/03/07,00:30:00.0,15.41
08/03/07,00:45:00.0,15.12
08/03/07,01:00:00.0,14.83
08/03/07,01:15:00.0,14.83
08/03/07,01:30:00.0,14.54
08/03/07,01:45:00.0,14.54
08/03/07,02:00:00.0,14.25
08/03/07,02:15:00.0,14.25
08/03/07,02:30:00.0,14.25
08/03/07,02:45:00.0,13.96
08/03/07,03:00:00.0,13.96
08/03/07,03:15:00.0,13.67
08/03/07,03:30:00.0,13.67
08/03/07,03:45:00.0,13.67
08/03/07,04:00:00.0,13.38
08/03/07,04:15:00.0,13.38
08/03/07,04:30:00.0,13.38
08/03/07,04:45:00.0,13.38
08/03/07,05:00:00.0,13.09
08/03/07,05:15:00.0,13.09
08/03/07,05:30:00.0,13.09
08/03/07,05:45:00.0,13.09
08/03/07,06:00:00.0,13.09
08/03/07,06:15:00.0,12.8
08/03/07,06:30:00.0,12.8
08/03/07,06:45:00.0,12.8
08/03/07,07:00:00.0,12.8
08/03/07,07:15:00.0,12.8
08/03/07,07:30:00.0,12.8
08/03/07,07:45:00.0,12.8
08/03/07,08:00:00.0,12.8
08/03/07,08:15:00.0,12.8
08/03/07,08:30:00.0,13.09
08/03/07,08:45:00.0,13.38
08/03/07,09:00:00.0,13.96
08/03/07,09:15:00.0,14.54
08/03/07,09:30:00.0,15.12
08/03/07,09:45:00.0,15.7
08/03/07,10:00:00.0,16.29
08/03/07,10:15:00.0,16.88
08/03/07,10:30:00.0,17.48
08/03/07,10:45:00.0,18.08
08/03/07,11:00:00.0,18.68
08/03/07,11:15:00.0,19.58
08/03/07,11:30:00.0,20.18
08/03/07,11:45:00.0,20.48
08/03/07,12:00:00.0,20.48
08/03/07,12:15:00.0,20.79
08/03/07,12:30:00.0,21.1
08/03/07,12:45:00.0,21.41
08/03/07,13:00:00.0,22.66
08/03/07,13:15:00.0,23.93
08/03/07,13:30:00.0,24.57
08/03/07,13:45:00.0,24.57
08/03/07,14:00:00.0,24.24
08/03/07,14:15:00.0,23.93
08/03/07,14:30:00.0,24.24
08/03/07,14:45:00.0,24.57
08/03/07,15:00:00.0,24.89
08/03/07,15:15:00.0,25.21
08/03/07,15:30:00.0,25.54
08/03/07,15:45:00.0,25.54
08/03/07,16:00:00.0,25.21
08/03/07,16:15:00.0,24.89
08/03/07,16:30:00.0,24.57
08/03/07,16:45:00.0,24.57
08/03/07,17:00:00.0,24.57
08/03/07,17:15:00.0,24.57
08/03/07,17:30:00.0,24.57
08/03/07,17:45:00.0,24.57
08/03/07,18:00:00.0,24.57
08/03/07,18:15:00.0,24.24
08/03/07,18:30:00.0,23.93
08/03/07,18:45:00.0,23.61
08/03/07,19:00:00.0,23.29
08/03/07,19:15:00.0,22.97
08/03/07,19:30:00.0,22.66
08/03/07,19:45:00.0,22.34
08/03/07,20:00:00.0,22.03
08/03/07,20:15:00.0,21.72
08/03/07,20:30:00.0,21.41
08/03/07,20:45:00.0,21.1
08/03/07,21:00:00.0,20.79
08/03/07,21:15:00.0,20.48
08/03/07,21:30:00.0,20.18
08/03/07,21:45:00.0,19.88
08/03/07,22:00:00.0,19.58
08/03/07,22:15:00.0,19.28
08/03/07,22:30:00.0,18.98
08/03/07,22:45:00.0,18.68
08/03/07,23:00:00.0,18.38
08/03/07,23:15:00.0,18.08
08/03/07,23:30:00.0,17.78
08/03/07,23:45:00.0,17.48
08/04/07,00:00:00.0,17.48
08/04/07,00:15:00.0,17.18
08/04/07,00:30:00.0,16.88
08/04/07,00:45:00.0,16.88
08/04/07,01:00:00.0,16.59
08/04/07,01:15:00.0,16.29
08/04/07,01:30:00.0,16.29
08/04/07,01:45:00.0,15.99
08/04/07,02:00:00.0,15.99
08/04/07,02:15:00.0,15.7
08/04/07,02:30:00.0,15.7
08/04/07,02:45:00.0,15.41
08/04/07,03:00:00.0,15.41
08/04/07,03:15:00.0,15.41
08/04/07,03:30:00.0,15.12
08/04/07,03:45:00.0,15.12
08/04/07,04:00:00.0,14.83
08/04/07,04:15:00.0,14.83
08/04/07,04:30:00.0,14.54
08/04/07,04:45:00.0,14.54
08/04/07,05:00:00.0,14.54
08/04/07,05:15:00.0,14.25
08/04/07,05:30:00.0,14.25
08/04/07,05:45:00.0,14.25
08/04/07,06:00:00.0,13.96
08/04/07,06:15:00.0,13.96
08/04/07,06:30:00.0,13.96
08/04/07,06:45:00.0,13.67
08/04/07,07:00:00.0,13.67
08/04/07,07:15:00.0,13.67
08/04/07,07:30:00.0,13.67
08/04/07,07:45:00.0,13.67
08/04/07,08:00:00.0,13.38
08/04/07,08:15:00.0,13.38
08/04/07,08:30:00.0,13.38
08/04/07,08:45:00.0,13.38
08/04/07,09:00:00.0,13.38
08/04/07,09:15:00.0,13.38
08/04/07,09:30:00.0,13.38
08/04/07,09:45:00.0,13.67
08/04/07,10:00:00.0,13.67
08/04/07,10:15:00.0,13.67
08/04/07,10:30:00.0,13.67
08/04/07,10:45:00.0,13.67
08/04/07,11:00:00.0,13.96
08/04/07,11:15:00.0,13.96
08/04/07,11:30:00.0,13.96
08/04/07,11:45:00.0,13.96
08/04/07,12:00:00.0,13.96
08/04/07,12:15:00.0,14.25
08/04/07,12:30:00.0,14.25
08/04/07,12:45:00.0,14.25
08/04/07,13:00:00.0,14.54
08/04/07,13:15:00.0,14.54
08/04/07,13:30:00.0,14.54
08/04/07,13:45:00.0,14.83
08/04/07,14:00:00.0,14.83
08/04/07,14:15:00.0,14.83
