"Plot Title: 9913562-31.2"
"#","Date Time, GMT-08:00","Temp, °F","Coupler Detached","Coupler Attached","Host Connected","Stopped","End Of File"
1,05/23/11 10:07:27 AM,69.300,,,,,
2,05/23/11 10:07:35 AM,,Logged,,,,
3,05/23/11 10:22:27 AM,69.129,,,,,
4,05/23/11 10:37:27 AM,66.344,,,,,
5,05/23/11 10:52:27 AM,64.117,,,,,
6,05/23/11 11:07:27 AM,62.577,,,,,
7,05/23/11 11:22:27 AM,61.720,,,,,
8,05/23/11 11:37:27 AM,61.804,,,,,
9,05/23/11 11:52:27 AM,63.347,,,,,
10,05/23/11 12:07:27 PM,64.546,,,,,
11,05/23/11 12:22:27 PM,65.829,,,,,
12,05/23/11 12:37:27 PM,64.974,,,,,
13,05/23/11 12:52:27 PM,78.822,,,,,
14,05/23/11 01:07:27 PM,83.601,,,,,
15,05/23/11 01:22:27 PM,83.824,,,,,
16,05/23/11 01:37:27 PM,84.004,,,,,
17,05/23/11 01:52:27 PM,81.864,,,,,
18,05/23/11 02:07:27 PM,76.811,,,,,
19,05/23/11 02:22:27 PM,73.213,,,,,
20,05/23/11 02:37:27 PM,70.158,,,,,
21,05/23/11 02:52:27 PM,65.487,,,,,
22,05/23/11 03:07:27 PM,63.990,,,,,
23,05/23/11 03:22:27 PM,63.561,,,,,
24,05/23/11 03:37:27 PM,63.819,,,,,
25,05/23/11 03:52:27 PM,64.204,,,,,
26,05/23/11 04:07:27 PM,64.632,,,,,
27,05/23/11 04:22:27 PM,66.258,,,,,
28,05/23/11 04:37:27 PM,66.729,,,,,
29,05/23/11 04:52:27 PM,67.028,,,,,
30,05/23/11 05:07:27 PM,66.472,,,,,
31,05/23/11 05:22:27 PM,65.444,,,,,
32,05/23/11 05:37:27 PM,64.888,,,,,
33,05/23/11 05:52:27 PM,64.459,,,,,
34,05/23/11 06:07:27 PM,64.074,,,,,
35,05/23/11 06:22:27 PM,63.819,,,,,
36,05/23/11 06:37:27 PM,64.845,,,,,
37,05/23/11 06:52:27 PM,65.188,,,,,
38,05/23/11 07:07:27 PM,65.487,,,,,
39,05/23/11 07:22:27 PM,64.931,,,,,
40,05/23/11 07:37:27 PM,61.848,,,,,
41,05/23/11 07:52:27 PM,61.032,,,,,
42,05/23/11 08:07:27 PM,60.861,,,,,
43,05/23/11 08:22:27 PM,60.690,,,,,
44,05/23/11 08:37:27 PM,60.604,,,,,
45,05/23/11 08:52:27 PM,60.474,,,,,
46,05/23/11 09:07:27 PM,60.390,,,,,
47,05/23/11 09:22:27 PM,59.142,,,,,
48,05/23/11 09:37:27 PM,58.626,,,,,
49,05/23/11 09:52:27 PM,59.830,,,,,
50,05/23/11 10:07:27 PM,61.419,,,,,
51,05/23/11 10:22:27 PM,62.661,,,,,
52,05/23/11 10:37:27 PM,63.518,,,,,
53,05/23/11 10:52:27 PM,63.903,,,,,
54,05/23/11 11:07:27 PM,64.247,,,,,
55,05/23/11 11:22:27 PM,64.546,,,,,
56,05/23/11 11:37:27 PM,64.760,,,,,
57,05/23/11 11:52:27 PM,64.974,,,,,
58,05/24/11 12:07:27 AM,65.145,,,,,
59,05/24/11 12:22:27 AM,65.273,,,,,
60,05/24/11 12:37:27 AM,65.403,,,,,
61,05/24/11 12:52:27 AM,65.530,,,,,
62,05/24/11 01:07:27 AM,65.658,,,,,
63,05/24/11 01:22:27 AM,65.745,,,,,
64,05/24/11 01:37:27 AM,65.829,,,,,
65,05/24/11 01:52:27 AM,65.916,,,,,
66,05/24/11 02:07:27 AM,66.000,,,,,
67,05/24/11 02:22:27 AM,66.087,,,,,
68,05/24/11 02:37:27 AM,66.173,,,,,
69,05/24/11 02:52:27 AM,66.214,,,,,
70,05/24/11 03:07:27 AM,66.301,,,,,
71,05/24/11 03:22:27 AM,66.344,,,,,
72,05/24/11 03:37:27 AM,66.385,,,,,
73,05/24/11 03:52:27 AM,66.429,,,,,
74,05/24/11 04:07:27 AM,66.472,,,,,
75,05/24/11 04:22:27 AM,66.515,,,,,
76,05/24/11 04:37:27 AM,66.558,,,,,
77,05/24/11 04:52:27 AM,66.600,,,,,
78,05/24/11 05:07:27 AM,66.643,,,,,
79,05/24/11 05:22:27 AM,66.686,,,,,
80,05/24/11 05:37:27 AM,66.686,,,,,
81,05/24/11 05:52:27 AM,66.729,,,,,
82,05/24/11 06:07:27 AM,66.729,,,,,
83,05/24/11 06:22:27 AM,66.772,,,,,
84,05/24/11 06:37:27 AM,66.814,,,,,
85,05/24/11 06:52:27 AM,66.814,,,,,
86,05/24/11 07:07:27 AM,66.900,,,,,
87,05/24/11 07:22:27 AM,66.943,,,,,
88,05/24/11 07:37:27 AM,67.242,,,,,
89,05/24/11 07:52:27 AM,66.729,,,,,
90,05/24/11 08:07:27 AM,64.717,,,,,
91,05/24/11 08:22:27 AM,62.919,,,,,
92,05/24/11 08:37:27 AM,61.804,,,,,
93,05/24/11 08:52:27 AM,61.075,,,,,
94,05/24/11 09:07:27 AM,60.690,,,,,
95,05/24/11 09:22:27 AM,60.260,,,,,
96,05/24/11 09:37:27 AM,60.132,,,,,
97,05/24/11 09:52:27 AM,60.217,,,,,
98,05/24/11 10:07:27 AM,60.346,,,,,
99,05/24/11 10:22:27 AM,60.604,,,,,
100,05/24/11 10:37:27 AM,60.733,,,,,
101,05/24/11 10:52:27 AM,61.075,,,,,
102,05/24/11 11:07:27 AM,61.333,,,,,
103,05/24/11 11:22:27 AM,61.590,,,,,
104,05/24/11 11:37:27 AM,61.462,,,,,
105,05/24/11 11:52:27 AM,61.547,,,,,
106,05/24/11 12:07:27 PM,61.848,,,,,
107,05/24/11 12:22:27 PM,61.977,,,,,
108,05/24/11 12:37:27 PM,62.062,,,,,
109,05/24/11 12:52:27 PM,62.062,,,,,
110,05/24/11 01:07:27 PM,62.019,,,,,
111,05/24/11 01:22:27 PM,62.062,,,,,
112,05/24/11 01:37:27 PM,62.191,,,,,
113,05/24/11 01:52:27 PM,62.233,,,,,
114,05/24/11 02:07:27 PM,62.148,,,,,
115,05/24/11 02:22:27 PM,62.191,,,,,
116,05/24/11 02:37:27 PM,62.233,,,,,
117,05/24/11 02:52:27 PM,62.276,,,,,
118,05/24/11 03:07:27 PM,62.319,,,,,
119,05/24/11 03:22:27 PM,62.362,,,,,
